Episode,Total Reward
0,22.0
1,19.0
2,16.0
3,20.0
4,13.0
5,15.0
6,16.0
7,21.0
8,27.0
9,14.0
10,17.0
11,15.0
12,33.0
13,25.0
14,12.0
15,22.0
16,16.0
17,18.0
18,10.0
19,13.0
20,23.0
21,23.0
22,13.0
23,30.0
24,16.0
25,13.0
26,41.0
27,14.0
28,33.0
29,21.0
30,30.0
31,10.0
32,11.0
33,17.0
34,21.0
35,18.0
36,29.0
37,21.0
38,11.0
39,24.0
40,17.0
41,14.0
42,32.0
43,15.0
44,11.0
45,25.0
46,17.0
47,11.0
48,18.0
49,16.0
50,10.0
51,30.0
52,17.0
53,24.0
54,23.0
55,16.0
56,58.0
57,13.0
58,20.0
59,19.0
60,24.0
61,19.0
62,13.0
63,16.0
64,29.0
65,68.0
66,12.0
67,13.0
68,33.0
69,14.0
70,35.0
71,21.0
72,15.0
73,18.0
74,27.0
75,56.0
76,45.0
77,14.0
78,20.0
79,26.0
80,11.0
81,14.0
82,15.0
83,11.0
84,51.0
85,14.0
86,21.0
87,23.0
88,15.0
89,19.0
90,10.0
91,39.0
92,23.0
93,23.0
94,27.0
95,23.0
96,30.0
97,14.0
98,14.0
99,17.0
100,46.0
101,20.0
102,47.0
103,34.0
104,14.0
105,15.0
106,39.0
107,34.0
108,19.0
109,27.0
110,22.0
111,11.0
112,11.0
113,74.0
114,14.0
115,35.0
116,20.0
117,29.0
118,28.0
119,23.0
120,22.0
121,14.0
122,31.0
123,19.0
124,72.0
125,17.0
126,59.0
127,26.0
128,17.0
129,27.0
130,30.0
131,14.0
132,30.0
133,18.0
134,32.0
135,26.0
136,24.0
137,26.0
138,15.0
139,10.0
140,67.0
141,21.0
142,28.0
143,29.0
144,27.0
145,49.0
146,37.0
147,15.0
148,12.0
149,22.0
150,17.0
151,21.0
152,13.0
153,24.0
154,33.0
155,31.0
156,10.0
157,21.0
158,29.0
159,28.0
160,11.0
161,11.0
162,27.0
163,24.0
164,87.0
165,21.0
166,54.0
167,19.0
168,46.0
169,49.0
170,21.0
171,29.0
172,37.0
173,14.0
174,13.0
175,14.0
176,26.0
177,16.0
178,19.0
179,22.0
180,17.0
181,17.0
182,22.0
183,25.0
184,20.0
185,43.0
186,28.0
187,37.0
188,65.0
189,64.0
190,21.0
191,18.0
192,34.0
193,20.0
194,37.0
195,16.0
196,17.0
197,23.0
198,12.0
199,54.0
200,13.0
201,27.0
202,13.0
203,19.0
204,16.0
205,14.0
206,33.0
207,30.0
208,19.0
209,61.0
210,21.0
211,16.0
212,55.0
213,24.0
214,17.0
215,32.0
216,38.0
217,30.0
218,22.0
219,32.0
220,26.0
221,11.0
222,53.0
223,13.0
224,33.0
225,11.0
226,13.0
227,34.0
228,34.0
229,11.0
230,22.0
231,22.0
232,79.0
233,76.0
234,22.0
235,22.0
236,56.0
237,19.0
238,39.0
239,29.0
240,12.0
241,38.0
242,11.0
243,13.0
244,18.0
245,23.0
246,13.0
247,20.0
248,12.0
249,35.0
250,14.0
251,20.0
252,32.0
253,38.0
254,59.0
255,12.0
256,11.0
257,26.0
258,25.0
259,16.0
260,53.0
261,33.0
262,13.0
263,19.0
264,21.0
265,76.0
266,73.0
267,10.0
268,38.0
269,12.0
270,29.0
271,17.0
272,10.0
273,19.0
274,23.0
275,28.0
276,15.0
277,12.0
278,17.0
279,48.0
280,49.0
281,36.0
282,49.0
283,19.0
284,69.0
285,47.0
286,22.0
287,27.0
288,23.0
289,85.0
290,20.0
291,33.0
292,47.0
293,36.0
294,15.0
295,35.0
296,28.0
297,45.0
298,17.0
299,69.0
300,42.0
301,63.0
302,22.0
303,65.0
304,116.0
305,45.0
306,18.0
307,18.0
308,30.0
309,42.0
310,21.0
311,63.0
312,17.0
313,32.0
314,54.0
315,15.0
316,42.0
317,25.0
318,22.0
319,14.0
320,55.0
321,35.0
322,16.0
323,35.0
324,18.0
325,31.0
326,38.0
327,38.0
328,44.0
329,45.0
330,11.0
331,11.0
332,9.0
333,13.0
334,71.0
335,13.0
336,44.0
337,11.0
338,37.0
339,33.0
340,44.0
341,51.0
342,37.0
343,44.0
344,33.0
345,23.0
346,26.0
347,26.0
348,37.0
349,19.0
350,26.0
351,41.0
352,20.0
353,49.0
354,13.0
355,61.0
356,86.0
357,34.0
358,61.0
359,12.0
360,14.0
361,28.0
362,15.0
363,30.0
364,38.0
365,62.0
366,27.0
367,35.0
368,44.0
369,42.0
370,24.0
371,82.0
372,22.0
373,22.0
374,38.0
375,10.0
376,13.0
377,34.0
378,47.0
379,32.0
380,42.0
381,65.0
